ID,ZoteroID,Title,Year,Country
672,aregawiResidentialLand24,Residential Land Supply for Affordable Housing in {{Ethiopia}}: The Political-Economic Challenges---Evidence from Three Cities in {{Tigray}} Province,2024,Ethiopia
673,awonaikeMachineLearning22,A Machine Learning Framework for House Price Estimation,2022,United Kingdom
674,barrecaArchitecturalQuality22,Architectural Quality and the Housing Market: {{Values}} of the Late Twentieth Century Built Heritage,2022,Italy
675,bentleyHousingAffordability22,Housing Affordability and Mental Health: An Analysis of Generational Change,2022,Australia
676,boadiImpactResettlement23,The Impact of Resettlement on Quality of Life in Ghana: {{The}} Mediating Role of Residential Satisfaction,2023,Ghana
677,bourasForecastingState23,Forecasting State- and {{MSA-level}} Housing Returns of the {{US}}: {{The}} Role of Mortgage Default Risks,2023,United States
678,bricongneWebscrapingHousing23,Web-Scraping Housing Prices in Real-Time: {{The Covid-19}} Crisis in the {{UK}},2023,United Kingdom
679,cabrasPublicHouses21,Public Houses and House Prices in {{Great Britain}}: A Panel Analysis,2021,Multi-Country
680,caiDevelopingMulticriteria23,Developing a Multi-Criteria Prioritization Tool to Catalyze {{TOD}} on Publicly Owned Land Areas,2023,United States
681,caiHeterogeneityDifferentiation24,"Heterogeneity, Differentiation Mechanisms and Social Effects of Urban Residential Space in China's Large Cities: A Case Study of Wuhan",2024,China
682,carroTamingHousing23,Taming the Housing Roller Coaster: {{The}} Impact of Macroprudential Policy on the House Price Cycle,2023,Spain
683,chatterjeeForecastingEconomic23,"Forecasting {{Economic Growth}}: {{Evidence}} from Housing, Banking, and Credit Conditions",2023,United States
684,chenHospitalRail22,Do Hospital and Rail Accessibility Have a Consistent Influence on Housing Prices? {{Empirical}} Evidence from {{China}},2022,China
685,corderaImpactUndesirable19,The Impact of Undesirable Externalities on Residential Property Values: Spatial Regressive Models and an Empirical Study,2019,Italy
686,cortesSpatialAccessibility21,"Spatial Accessibility to Local Public Services in an Unequal Place: {{An}} Analysis from Patterns of Residential Segregation in the Metropolitan Area of Santiago, Chile",2021,Chile
687,coupeHowGlobal20,How Global Is the Affordable Housing Crisis?,2020,Multi-Country
688,dasilvaCityLife19,City Life Satisfaction: {{A}} Measurement for Smart and Sustainable Cities from the Citizens' Perspective,2019,Brazil
689,dasAccessBasic21,Access to Basic Amenities and Services to Urban Households in {{West Bengal}}: {{Does}} Its Location and Size of Settlements Matter?,2021,India
690,dimunaEvaluationResidents19,"Evaluation of Residents' Satisfaction with Building Features in Some Public Housing Estates in Benin City, Nigeria",2019,Nigeria
691,dingUrbanHousing24,Urban Housing Prices and Consumption Structure Upgrading: {{Different}} Relationships in Urban and Rural China,2024,China
692,dischComparingHousing24,Comparing Housing Market Dynamics in the Irish and {{UK}} Residential Markets,2024,Multi-Country
693,doszynEconometricModelling24,Econometric Modelling of Average Housing Prices in Local Markets and the Price Anchoring Effect,2024,Poland
694,duanHousingAffordability24,Housing Affordability in the Capital Cities of Three {{Northwestern China}} Provinces,2024,China
695,elmendorfMakingIt20,Making It Work: {{Legal}} Foundations for Administrative Reform of California's Housing Framework,2020,United States
696,emelyanovaAssessingRegional20,Assessing the Regional Housing Market Development in the Northern and Arctic Regions of the Russian Federation,2020,Russian Federation
697,fangForecastForeclosure22,Forecast of Foreclosure Property Market Trends during the Epidemic Based on {{GA-BP}} Neural Network,2022,China
698,farrellMeasuringFinancial20,Measuring the Financial Cycle in South Africa,2020,South Africa
699,fengIdentificationCauses24,Identification and Causes of Neighborhood Commercial Areas: {{Focusing}} on the Development of Daily Life Circles in Urban Built Environments,2024,China
700,fernandezComparingFinancial22,Comparing the Financial Impact of Housing Retrofit Policies on {{Dutch}} Homeowners,2022,Netherlands
701,fiorelliRoleHouse24,The Role of House Prices and Transactions in Monetary Policy Transmission: {{The}} Case of Italy,2024,Italy
702,firooziImpactPopulation20,The Impact of Population Aging on Housing Prices: {{A}} Comparative Study of Singapore and the u.s.,2020,Multi-Country
703,frantaApplicationMultipleoutput25,The Application of Multiple-Output Quantile Regression to the {{US}} Financial Cycle,2025,United States
704,geIntegratedModel19,An Integrated Model for Urban Subregion House Price Forecasting: {{A}} Multi-Source Data Perspective,2019,China
705,geertsGraphNeural24,Graph Neural Networks for House Price Prediction: Do or Don't?,2024,Multi-Country
706,geteExpectationsHousing20,Expectations and the Housing Boom and Bust. {{An}} Open Economy View,2020,Multi-Country
707,guirguisAdvancesForecasting24,Advances in Forecasting Home Prices,2024,United States
708,guptaHousePrices24,"House Prices in India: {{How}} High, and for How Long?",2024,India
709,hanSpatialStatistical23,A Spatial and Statistical Approach to Evaluate {{London Opportunity}} Areas Policy and Relevant Factors' Significance,2023,United Kingdom
710,hassanReviewHousing21,A Review on Housing Affordability in Malaysia: {{Are}} We Doing Fine?,2021,Malaysia
711,herathCityProximity21,"City Proximity, Travel Modes and House Prices: The Three Cities in {{Sydney}}",2021,Australia
712,hertrichNovelHousing19,A Novel Housing Price Misalignment Indicator for Germany,2019,Germany
713,heylenMeasuringHousing23,Measuring Housing Affordability. {{A}} Case Study of {{Flanders}} on the Link between Objective and Subjective Indicators,2023,Belgium
714,horvatovaTwentyYears20,Twenty Years of Mortgage Banking in Slovakia,2020,Slovak Republic
715,houTransferredBias25,Transferred Bias Uncovers the Balance between the Development of Physical and Socioeconomic Environments of Cities,2025,United States
716,huEntranceOpportunity24,Entrance Opportunity vs. Academic Performance: Unpacking the Nonlinear Capitalization Effects of Multidimensional School Qualities on Housing Sales and Rental Prices,2024,China
717,huangMoreBetter23,"The More, the Better? {{Forecasting}} Gains from High-Frequency Housing Prices in a {{Markov-switching}} Dynamic Factor Model",2023,United States
718,huangHousingBusiness20,Is Housing the Business Cycle? {{A}} Multiresolution Analysis for {{OECD}} Countries,2020,Multi-Country
719,huangThresholdUnobserved20,A Threshold Unobserved Components Model of Housing Bubbles: Timings and Effectiveness of Monetary Policies,2020,United States
720,ianchukMarketingManagement21,"Marketing, Management and Financial Providing of Affordable Housing",2021,Europe
721,irandoustHousePrices19,House Prices and Unemployment: An Empirical Analysis of Causality,2019,Europe
722,jagunSustainableHousing20,"Sustainable Housing Delivery in Cities by Private Developer: {{A}} Case of Lagos, Nigeria.",2020,Nigeria
723,jeonForeignUncertainty19,Foreign Uncertainty and Housing Distribution Market in {{Korea}},2019,"Korea, Rep."
724,kangEffectsSpatial19,"Effects of Spatial Access to Neighborhood Land-Use Density on Housing Prices: {{Evidence}} from a Multilevel Hedonic Analysis in {{Seoul}}, {{South Korea}}",2019,"Korea, Rep."
725,karachurinaMigrationHousing22,Migration and Housing Construction in the Regional Capitals of Russia and Their Suburbs,2022,Russian Federation
726,kashinaImprovementMethodology22,Improvement of Methodology for Assessing Housing Affordability Based on Regional Characteristics,2022,Russian Federation
727,kongSpatialCoupling22,"Spatial Coupling Coordination Evaluation between Population Growth, Land Use and Housing Supply of Urban Agglomeration in China",2022,China
728,kosarevaHousingAffordability21,Housing Affordability in Russia,2021,Russian Federation
729,krupaPropertyTax21,"Property Tax Assessments, Collections, and Revenue Performance in Economic Downturns: {{An}} Examination of Large {{American}} Cities",2021,United States
730,laurinaviciusImpactHousing21,Impact of Housing Affordability and Other Socioeconomic Variables on Internal Migration in {{Lithuania}},2021,Lithuania
731,legoixUnequalHousing21,"Unequal Housing Affordability across European Cities. {{The ESPON}} Housing Database, Insights on Affordability in Selected Cities in Europe",2021,Europe
732,leeDataMining22,"A Data Mining Study on House Price in Central Regions of Taiwan Using Education Categorical Data, Environmental Indicators, and House Features Data",2022,"Taiwan, China"
733,leungDynamicsHouse23,The Dynamics of the House Price-to-Income Ratio: {{Theory}} and Evidence,2023,Multi-Country
734,liStudyAverage20,Study on Average Housing Prices in the Inland Capital Cities of China by Night-Time Light Remote Sensing and Official Statistics Data,2020,China
735,liExploringValue25,Exploring the Value of Green: {{The}} Impact Factors on {{China}}'s Second-Hand Green Housing Prices Based on Geographically Weighted {{Lasso}} Regressions,2025,China
736,liEffectIncreasing22,Effect of Increasing the Rental Housing Supply on House Prices: {{Evidence}} from {{China}}'s Large and Medium-Sized Cities,2022,China
737,linSpatialtemporalEffects22,Spatial-Temporal Effects of Urban Housing Prices on Job Location Choice of College Graduates: {{Evidence}} from Urban {{China}},2022,China
738,liuUrbanStructure24,"Urban Structure, Housing Prices and the Double Role of Amenity: A Study of Nanjing, China",2024,China
739,liuWhatAre25,What Are the Pivotal Factors Influencing Housing Prices? {{A}} Spatiotemporal Dynamic Analysis across Market Cycles from Upturn to Downturn in Wuhan,2025,China
740,loCausalRelationships23,Causal Relationships between the Price-to-Rent Ratio and Macroeconomic Factors: A {{UK}} Perspective,2023,United Kingdom
741,loRentBuy21,"Rent or Buy, What Are the Odds? {{Analysing}} the Price-to-Rent Ratio for Housing Types within the {{Northern Ireland}} Housing Market",2021,United Kingdom
742,loRegionalSpillover24,Regional Spillover of Housing (Un)Affordability: An Empirical Study on the Residential Housing Markets for First-Time Buyers in the {{U}}.{{K}},2024,United Kingdom
743,lopezochoaHousingPrice23,Housing Price Indices from Online Listing Data: {{Addressing}} the Spatial Bias with Sampling Weights,2023,Chile
744,maHousingPrice21,Housing Price Dynamics on Residential Construction: {{A}} Case Study of the {{Australian}} Property Sector,2021,Australia
745,mahadeviaGenderResponsive19,Gender Responsive Budgeting for Indian Cities: {{The}} Case of Bhopal and Pune,2019,India
746,majumderExploringSpatial25,Exploring Spatial Patterns and Heterogeneity in Rural Household Quality of Living: {{Insights}} from Eastern India,2025,India
747,marfatiaTimefrequencyLinkages20,Time-Frequency Linkages of International Housing Markets and Macroeconomic Drivers,2020,Multi-Country
748,marfatiaModelingHouse21,Modeling House Price Synchronization across the {{U}}.{{S}}. States and Their Time-Varying Macroeconomic Linkages,2021,United States
749,martinsEUHousing21,{{EU}} Housing Markets before Financial Crisis of 2008: {{The}} Role of Institutional Factors and Structural Breaks,2021,Europe
750,mazurEvaluationQuality22,Evaluation of the Quality of the Housing Environment Using Multi-Criteria Analysis That Includes Energy Efficiency: A Review,2022,Multi-Country
751,miaoImpactHousing25,The Impact of Housing Prices on an Individual's Perception of Social Safety: {{Evidence}} from Urban China,2025,China
752,mihicResidentsArchitects24,"Residents' and Architects' Perceptions of Apartments' Spatial Characteristics-Identifying Differences in Opinion on a Case Study of Osijek, Croatia",2024,Croatia
753,milaniExpectationsMacrohousing19,Expectations and Macro-Housing Interactions in a Small Open Economy: {{Evidence}} from Korea,2019,"Korea, Rep."
754,milesScottishHome21,Scottish Home Prices: Compatible with {{Euro}} Membership?,2021,United Kingdom
755,milesHomePrice24,The Home Price--Income Relationship for {{US}} States,2024,United States
756,mohanImpactMacroeconomic19,Impact of Macroeconomic Indicators on Housing Prices,2019,United States
757,mottelsonInformalHousing23,On Informal Housing Supply Restrictions and Livelihood in Informal Settlements: {{Implications}} for Sustainable Development,2023,Multi-Country
758,mukayevHousingAffordability22,Housing Affordability Analysis in {{Kazakhstan}} Based on {{D-HAQ}} Model,2022,Kazakhstan
759,nailiImportanceSocial24,The Importance of Social Sustainability for Conserving Cultural Heritage in Southern Algeria: A Case Study of the m'zab Valley,2024,Algeria
760,napoliSocialHousing22,Social Housing and Affordable Rent: {{The}} Effectiveness of Legal Thresholds of Rents in Two Italian Metropolitan Cities,2022,Italy
761,ngMeasuringSubjective24,"Measuring Subjective Housing Affordability Using a Data-Driven Discrete Information Approach: {{A}} Case Study of {{Selangor}}, {{Malaysia}}",2024,Malaysia
762,nozdrinaAnalysisState21,Analysis of the State of the Housing Stock of the Far Eastern Regions,2021,Russian Federation
763,nurdiniEmergingHousing21,"Emerging Housing Choices for Community Resilience Capacity in Flood-Prone Areas of {{Bandung Regency}}, {{Indonesia}}",2021,Indonesia
764,nymoenEstimationEffects19,Estimation of Effects of Recent Macroprudential Policies in a Sample of Advanced Open Economies,2019,Multi-Country
765,okuneviciuteneverauskieneHowMacroeconomic25,How Macroeconomic Factors Impact Residential Real Estate Prices in Eastern Europe,2025,Europe
766,okutaModelingDynamic24,Modeling the Dynamic Effects of Macroeconomic Factors on Housing Performance in {{Kenya}},2024,Kenya
767,olanrewajuExaminingSurplus24,Examining Surplus and Shortage in Occupied Housing Preference in {{Malaysia}},2024,Malaysia
768,peterAmericanEnterprise20,American Enterprise Institute Housing Market Indicators,2020,United States
769,pintoHousingMarket23,"Housing Market Trends: Analyzing Housing Dynamics, Evaluating Mortgage Risk, and Understanding the Impact of Filtering on Affordability",2023,United States
770,prokopenkoFinancialLeverages23,Financial Leverages of the Regulation of Residential Construction,2023,Ukraine
771,qusenzumayaSustainableHousing21,Sustainable Housing Indicators and Improving the Quality of Life: {{The}} Case of Two Residential Areas in Baghdad City,2021,Iraq
772,rajaSustainableHousing21,"Sustainable Housing Practices: {{Spatial}} Analysis of Housing Stress in {{Corvallis}}, {{Oregon}}",2021,United States
773,rangelMeasuringMalaysian19,Measuring {{Malaysian}} Housing Affordability: The Lifetime Income Approach,2019,Malaysia
774,rasputinaAnalysisConstruction21,An Analysis of the Construction Industry and the Impact of Taxation on Its Development in the {{Baltic}} and {{Scandinavian}} Countries,2021,Europe
775,ravichandranMappingHotspot23,Mapping Hotspot Clustering: {{An}} Approach to Study the Spatial Pattern of Quality of Living Households in {{India}},2023,India
776,rehmanRelationshipPortuguese20,The Relationship between Portuguese Economy Indicators and Housing Prices,2020,Portugal
777,reyesBuiltIt24,``{{I}} Built It with My Own Hands:'' {{A}} Method to Assess Heterogeneity of Housing Quality in Consolidated Informal Settlements,2024,Mexico
778,shiEstimatingHousing22,"Estimating Housing Vacancy Rates at Block Level: {{The}} Example of {{Guiyang}}, {{China}}",2022,China
779,shmygelHousePrice23,House Price Bubble Detection in {{Ukraine}},2023,Ukraine
780,slavataComparisonHousing24,Comparison of Housing Affordability in Czech and Polish Regions,2024,Multi-Country
781,songNonlinearHierarchical23,Nonlinear Hierarchical Effects of Housing Prices and Built Environment Based on Multiscale Life Circle-a Case Study of Chengdu,2023,China
782,spilbergsResidentialMortgage20,Residential Mortgage Loans Delinquencies Analysis and Risk Drivers Assessment,2020,Latvia
783,stundzieneImpactExternal22,The Impact of External Factors on Housing Prices in {{Lithuania}},2022,Lithuania
784,stanescuLivingConditions21,Living Conditions in Rural Areas in Romania from 1990 to 2020,2021,Romania
785,subramaniamConstructingHousing24,Constructing Housing Affordability Index in Malaysia,2024,Malaysia
786,sungUrbanHeritage22,"Urban Heritage and Its Socioeconomic Impacts in Seoul, South Korea: {{An}} Empirical Study Using Residential Environmental Satisfaction and Housing Price as Indicators",2022,"Korea, Rep."
787,syrbeAssessmentMonitoring24,Assessment and Monitoring of Local Climate Regulation in Cities by Green Infrastructure---a National Ecosystem Service Indicator for Germany,2024,Germany
788,tsaiCostEscaping24,Cost of Escaping Air Pollution: {{A}} Way to Prevent Excessive Expansion of Industrial Areas,2024,"Taiwan, China"
789,tsaiInterregionalRail24,Inter-Regional Rail Travel and Housing Markets Connectedness between {{London}} and Other Regions,2024,United Kingdom
790,uribetamiQualityChallenge20,Quality as a Challenge. {{A}} Methodological Proposal,2020,Colombia
791,valibeigiEnhancingUrban20,Enhancing Urban Local Community Identity in {{Iran}} Based on Perceived Residential Environment Quality,2020,"Iran, Islamic Rep."
792,vasileiouWhatDrives24,What Drives the Real Estate Market? {{Could}} Behavioral Indicators Be Useful in House Pricing Models?,2024,Greece
793,voonAugmentedMeasurement20,An Augmented Measurement of the Housing Affordability Cycles in {{Malaysia}},2020,Malaysia
794,wangEffectProximity23,The Effect of Proximity to Universities on House Prices after the {{COVID}} Outbreak,2023,United States
795,wangHousingAffordability21,Housing Affordability Analysis Based on D-{{HAQ}} Model,2021,China
796,wangOptimizationPower24,Optimization of Power System Parameters for Multi-Mode Hybrid Electric Vehicles Based on Regional Demand,2024,China
797,wangHousePrice20,House Price Index Based on Online Listing Information: {{The}} Case of {{China}},2020,China
798,wangAnalysisTemporal25,Analysis of the Temporal and Spatial Patterns of Residential Prices in Qingdao and Its Driving Factors,2025,China
799,wangMacroimpactsAir21,Macro-Impacts of Air Quality on Property Values in China-a Meta-Regression Analysis of the Literature,2021,China
800,wangJointGated23,Joint Gated Co-Attention Based Multi-Modal Networks for Subregion House Price Prediction,2023,United States
801,wittowskyResidentialHousing20,"Residential Housing Prices: Impact of Housing Characteristics, Accessibility and Neighbouring Apartments--a Case Study of {{Dortmund}}, {{Germany}}",2020,Germany
802,wuDoesVisual22,Does Visual Contact with Green Space Impact Housing Prices? {{An}} Integrated Approach of Machine Learning and Hedonic Modeling Based on the Perception of Green Space,2022,"Hong Kong SAR, China"
803,xiResearchMeasurement22,Research on the Measurement Method of Benchmark Price of Rental Housing,2022,China
804,xuNewAppraisal21,A New Appraisal Model of Second-Hand Housing Prices in China's First-Tier Cities Based on Machine Learning Algorithms,2021,China
805,yangExploringSpatial23,Exploring the Spatial Correlation between Accessibility to Urban Vibrancy Centers and Housing Price from a Time-Dynamic Perspective,2023,China
806,yinPredictiveModeling20,Predictive Modeling of {{U}}.{{S}}. {{Housing}} Prices Reveals Key Indicators of Real Estate Prices and Economic Health,2020,United States
807,yingyiExaminingHeterogeneity25,Examining the Heterogeneity of Geographical and Social Equity of Urban Green Space Exposure at Overhead and Eye Levels,2025,China
808,yuImpactMonetary19,The Impact of Monetary Policy and Housing-Purchase Restrictions on Housing Prices in China,2019,China
809,zapotoskyiSocialAffordable21,Social and Affordable Housing in {{Ukraine}}: Mechanism and Practices of Provision,2021,Ukraine
810,zarghamfardAnalysisSpatial23,An Analysis of Spatial Inequality in {{Tehran Metropolis}}: Applying Selected Residential Quality Indicators to Its 22 Urban Districts,2023,"Iran, Islamic Rep."
811,zhangGentrificationOutcomes25,"Gentrification Outcomes of Greening in Different Urbanization Stages: {{A}} Longitudinal Analysis of {{Chinese}} Cities, 2012--2020",2025,China
812,zhang311Calls24,311 Calls and Neighborhood Attributes: {{A}} Panel Study of Housing Prices,2024,United States
813,zhaoEvaluatingSocial24,Evaluating Social Sustainability of Urban Regeneration in Historic Urban Areas in {{China}}: {{The}} Case of {{Xi}}'an,2024,China
814,zhuAssessingEffects23,Assessing the Effects of Subjective and Objective Measures on Housing Prices with Street View Imagery: A Case Study of Suzhou,2023,China
815,hernandez-carrilloConstructionSectors21,Construction Sector's Analysis in the Supply and Demand of Residential Buildings around the Business Management of {{Stakeholders}},2021,Colombia
816,jonek-kowalskaHousingInfrastructure22,Housing Infrastructure as a Determinant of Quality of Life in Selected Polish Smart Cities,2022,Poland
817,vergara-perucichUrbanDetermining21,Urban Determining Factors of Housing Prices in {{Chile}}: {{A}} Statistical Exploration,2021,Chile
818,vandijkLocalConstantquality24,Local Constant-Quality Housing Market Liquidity Indices,2024,Netherlands
819,huSpatialtemporalEvolution22,Spatial-Temporal Evolution Patterns and Influencing Factors of China's Urban Housing Price-to-Income Ratio,2022,China
